,PPO,MinVariance,DJIA
2015-06-03,1004017.6604912974,995603.6256743801,1013642.0921941658
2015-06-04,1000321.8706455561,995510.697615001,1004070.536841885
2015-06-05,996040.8947887494,992160.5642629326,1000923.6085989241
2015-06-08,993697.2146093756,991129.3632708055,996274.3515107785
2015-06-09,990751.9984355066,989404.3238465897,996133.5047589445
2015-06-10,996844.0711461962,991449.6101936286,1009387.6660083232
2015-06-11,1000135.149760402,996178.5261193586,1011572.871601319
2015-06-12,996925.3526164078,993793.2527361538,1003692.5725023989
2015-06-15,994313.9687581761,993035.2400585841,997654.8906296496
2015-06-16,998320.8099787292,995670.9363637258,1004008.8753167819
2015-06-17,999858.2865539824,995739.3294346681,1005761.7930952454
2015-06-18,1005848.23208546,997946.8335808117,1015861.0309127953
2015-06-19,1003667.0823768121,999050.3412548692,1010259.5796874452
2015-06-22,1001811.587123539,995254.4049318235,1016081.9390764417
2015-06-23,1000760.3399553513,994134.3211804056,1017444.0783086036
2015-06-24,998302.545779685,993547.0372130127,1007462.5778613657
2015-06-25,994060.8037043592,991441.1377885562,1003217.0230494724
2015-06-26,992032.2748305617,989601.0122434427,1006375.2321753561
2015-06-29,985438.715439692,989853.9509994457,986730.1769422914
2015-06-30,986575.3633422782,988772.0976503054,988028.9022791873
2015-07-01,986817.998267844,988115.6241723376,995789.8211607678
2015-07-02,988731.6847438206,989479.8457032428,994230.8688546979
2015-07-06,987546.5088685013,991194.7183706788,991621.6992054426
2015-07-07,990396.8747830369,993959.7855776935,996855.2622197426
2015-07-08,981996.7741926864,991204.5008834356,982191.9763132125
2015-07-09,981367.8995875627,988555.4021902026,984053.6505649039
2015-07-10,986092.4061155174,988100.4052314849,995930.0107737909
2015-07-13,989607.2479498197,989108.0316508051,1008113.5833768413
2015-07-14,992302.2515799681,990630.337775303,1012369.7619328466
2015-07-15,990615.6191096382,991611.1381367049,1012178.5345388326
2015-07-16,995971.8047256641,993635.3778861964,1016108.3341520188
2015-07-17,995012.0187542863,992308.5667388062,1014212.9267746938
2015-07-20,989794.0856563433,988767.1606008168,1014995.7981449191
2015-07-21,989280.6552991669,988099.4262990796,1004839.2797276728
2015-07-22,986503.2888273998,988607.3587869422,1001012.1032921451
2015-07-23,983865.6803337064,988459.4831906294,994332.3968010045
2015-07-24,979734.6582633916,986282.2638027135,985170.12940487
2015-07-27,975124.3624496163,984977.9649979514,977995.8164352827
2015-07-28,980736.8820948326,987352.0721339628,988632.2652308622
2015-07-29,985061.5072570249,989020.4728732585,995424.2329355562
2015-07-30,983092.5045515609,988847.4726177785,995120.8538511237
2015-07-31,984645.0141766166,990810.3473199387,991973.8160850276
2015-08-03,981271.2038030722,990647.980876684,986833.8953513015
2015-08-04,978532.460206881,987641.9832993852,984169.7450881886
2015-08-05,976663.5130630196,986616.4183809597,983596.720044957
2015-08-06,976957.4105426522,987347.34744221,976827.2045829736
2015-08-07,976958.6025139709,988197.5239200856,974227.0158308025
2015-08-10,983615.5162873571,990540.4695360871,987785.5418728302
2015-08-11,982689.5953137979,991426.279335317,975878.9532786353
2015-08-12,984365.8336684634,991781.0588088674,975860.4438687909
2015-08-13,980786.7250239766,989115.0806425179,976182.3323630679
2015-08-14,982391.6077824845,990406.3053970416,980059.9989639112
2015-08-17,985102.3031693778,992991.4407762582,983860.7803238621
2015-08-18,981795.9489890569,990596.4204984503,981963.1824838335
2015-08-19,978213.7199783016,991643.2154804012,972844.7243417688
2015-08-20,971034.3942020572,988589.9058812042,952767.2717710362
2015-08-21,955202.3578998097,982481.6625511777,922994.393182141
2015-08-24,929852.6206439724,971250.3605118495,889999.3439564203
2015-08-25,920617.8355440617,963589.6540282206,878508.8885143198
2015-08-26,936108.3438239384,969069.6315032281,913223.7247701137
2015-08-27,953379.0909630562,975173.3048811904,933930.2782292869
2015-08-28,955471.6462802439,976876.5419112623,933270.839432403
2015-08-31,950626.0283772779,974391.7233859233,926823.2124646966
2015-09-01,935794.3466917148,970408.3253942629,900485.5270105408
2015-09-02,942580.7676511992,972178.056205633,916917.4472654318
2015-09-03,943696.54113374,974046.3633955973,918228.4939550348
2015-09-04,934332.216937633,971660.7972193322,902954.5618083408
2015-09-08,944747.0904179838,974342.6628267383,924840.9532411784
2015-09-09,937539.9042532179,971089.1561461309,911432.6929406096
2015-09-10,940413.9050119241,971119.8119770078,915741.0045089578
2015-09-11,944078.7136086865,972496.5459006529,921499.4023870128
2015-09-14,942591.7853630217,971718.3907577903,918015.4166955535
2015-09-15,945556.6485265463,970010.2473603074,930850.5971913231
2015-09-16,954894.1781656593,973438.8550918003,938706.801200505
2015-09-17,958939.7812210906,977370.9855553207,935050.1522864433
2015-09-18,953362.2690254338,976395.9762245535,918779.1762786908
2015-09-21,952994.1459035628,974037.7071264939,925822.8281480153
2015-09-22,946611.8585226341,973271.9797029686,915744.8925802566
2015-09-23,944744.2882792926,972867.019309087,912908.5719486498
2015-09-24,945564.1479615087,974935.3331960022,908502.730028429
2015-09-25,943757.9546693477,973421.301075693,914858.9051782647
2015-09-28,931026.9881635521,969581.1883884601,897319.486980492
2015-09-29,932671.6351546047,970567.5619183752,899968.5230509508
2015-09-30,941730.81096281,973017.4621905852,913178.3274305839
2015-10-01,943926.9239531012,973272.6134395262,912466.7008597894
2015-10-02,958089.6608838015,980217.546210146,923702.0221585017
2015-10-05,967457.9986259366,982318.8375981178,940752.4743192891
2015-10-06,970260.1186574359,984078.6439664518,941524.0648065915
2015-10-07,977242.047663794,986438.0971203658,948370.9036020078
2015-10-08,981017.3247321112,986097.9780337552,956135.2177007786
2015-10-09,982894.8949608874,987414.2785872351,958027.2298609132
2015-10-12,983658.6823961339,989587.093151954,960683.4944582935
2015-10-13,979178.7144543617,988673.9022131682,957881.4545679964
2015-10-14,982527.8074578264,991380.0074809294,949069.6612044193
2015-10-15,990994.55404934,993646.0060621507,961238.1196148159
2015-10-16,992319.0492624635,993909.8570900895,965400.1082745715
2015-10-19,990587.1888632185,992705.6436727719,966217.041339836
2015-10-20,990023.2306072812,992116.8849741837,965463.960262378
2015-10-21,986158.0518591821,992614.2441112532,962744.2817697318
2015-10-22,995970.5961248217,997464.4261183697,980719.4377607951
2015-10-23,997472.3843017257,996346.3730951025,989553.5738439477
2015-10-26,994424.8808850591,996389.6752349937,988227.4677232582
2015-10-27,992284.7884877406,995965.1856898214,985893.5297126956
2015-10-28,993974.9491964802,996360.9266671687,997001.5851283354
2015-10-29,989156.265500424,991298.7485937941,995671.5361747796
2015-10-30,988663.0633692453,991447.2431243216,990497.8823154198
2015-11-02,996643.90596438,992070.2371092667,999762.7728892127
2015-11-03,997716.1620658966,990862.7054496894,1004775.4277398664
2015-11-04,993855.62817416,988513.9466643659,1001939.6547239354
2015-11-05,992544.2184811826,987944.0927871332,1001706.9180616902
2015-11-06,983188.4124896766,983339.8549982222,1004336.8971066286
2015-11-09,974747.393316983,980371.8604008937,994251.678250381
2015-11-10,976337.6187116882,982050.5565955248,995806.6877235846
2015-11-11,973388.9984975816,980592.685873427,992666.9880075452
2015-11-12,967064.5838228706,977681.4112158781,978415.2900429999
2015-11-13,961402.9004391058,977255.607012586,967041.4219782924
2015-11-16,971554.4194024294,980858.0015630017,980374.5494081315
2015-11-17,968928.2959946606,979407.6030131476,980738.4947863155
2015-11-18,976932.9850113979,982795.7624346531,994626.2473726769
2015-11-19,979038.2449913383,985022.7701546673,994378.9441334535
2015-11-20,980652.5428727085,984411.6006371491,999485.2412646812
2015-11-23,979663.8768775131,983593.2057319594,997739.5520131392
2015-11-24,982675.5791939964,985070.9102447893,998833.5786103946
2015-11-25,981378.9574577196,984794.2806463743,998900.9353385267
2015-11-27,978484.306779629,983989.3325872608,998900.9353385267
2015-11-30,978667.7485540804,984539.9709447571,993659.486658494
2015-12-01,986984.5947000935,990507.2065678947,1003104.323743378
2015-12-02,975945.3825789004,985206.6564977004,994206.7737649595
2015-12-03,964583.0516826279,977309.9902672848,980075.1131565651
2015-12-04,975573.155274264,985924.768597323,1000820.9854212659
2015-12-07,968299.8127241395,984060.271634262,994253.3210974088
2015-12-08,964925.2112717512,981741.941810328,985140.4486352376
2015-12-09,962164.949148839,980593.693086592,980895.5509621553
2015-12-10,961574.815423299,980137.7584636854,985518.9605903998
2015-12-11,952688.8846921658,979035.1533942427,968161.2960354487
2015-12-14,953423.8383072326,975027.8780036966,973953.3175160021
2015-12-15,960173.9881977449,977032.6827223677,982724.149227024
2015-12-16,968245.0501799812,980700.6430247761,995295.2146823211
2015-12-17,959609.2327946974,976298.788701795,981094.0068830911
2015-12-18,954106.6708381037,975283.888571856,960497.9622673085
2015-12-21,958773.7825238357,978399.8212858076,967399.1245377713
2015-12-22,961786.0851579194,978958.3167678372,976688.1102013025
