,PPO,MinVariance,DJIA
2018-11-27,1687860.6205817198,1524937.8293684197,1387805.9788898537
2018-11-28,1730662.9163790653,1551114.0510636005,1422443.984666323
2018-11-29,1727223.3333153732,1551427.0232465083,1420896.8608588518
2018-11-30,1747341.9589133444,1567326.8082759099,1432090.7824124682
2018-12-03,1758909.2861115562,1561943.2127091924,1448238.8734625552
2018-12-04,1708357.155759738,1535896.282921226,1403414.1208835319
2018-12-06,1707928.371560203,1536354.1451417506,1398961.6768692944
2018-12-07,1668915.004214039,1514373.7280968246,1367630.941205681
2018-12-10,1673885.3086645096,1519852.4844371835,1369554.9341212865
2018-12-11,1673600.275653158,1520885.8539376485,1366581.8190938472
2018-12-12,1683264.1571022558,1521178.6119683315,1375387.3696387194
2018-12-13,1689193.1577345182,1532564.679086754,1379318.9216220682
2018-12-14,1657515.342183713,1507628.710528842,1351456.455080017
2018-12-17,1621627.5553126426,1479056.160377321,1322996.3207893202
2018-12-18,1624984.520484261,1473085.169209628,1327631.5589161634
2018-12-19,1602456.6536231404,1462257.4334126904,1307893.9566338765
2018-12-20,1575614.094236841,1436131.0007282011,1281871.3692396171
2018-12-21,1552545.7928671283,1425571.372047083,1258643.0455930573
2018-12-24,1508009.9542978583,1380791.508001264,1222015.9901586892
2018-12-26,1582352.4177689706,1434780.0866736814,1282928.3770171832
2018-12-27,1602639.5189809722,1454603.6356842224,1297528.9061672587
2018-12-28,1598534.724700686,1451783.381069845,1293243.5944572971
2018-12-31,1617395.6492692442,1468326.5840330007,1308107.0886549256
2019-01-02,1617395.6492692442,1461958.9270505884,1309160.1535996257
2019-01-03,1579640.1692734533,1443055.9342786204,1272149.0005302015
2019-01-04,1630735.5635467838,1476819.8917894347,1314034.2616842838
2019-01-07,1639822.8313087856,1479593.2740071304,1319540.3182588976
2019-01-08,1655576.1890164055,1490306.730920472,1333901.3203123468
2019-01-09,1657998.38751768,1485385.8107173834,1339041.7886617489
2019-01-10,1666634.5240295785,1492469.06094658,1345927.9462626928
2019-01-11,1666573.458453468,1495231.766571866,1345593.1340384653
2019-01-14,1658989.3019324741,1489169.819482224,1340764.4780549041
2019-01-15,1671860.54809964,1497444.8129861045,1349498.2909462373
2019-01-16,1676249.013676207,1490038.6681102477,1357436.9658762054
2019-01-17,1687280.7488577988,1497179.4997167177,1366573.9334281145
2019-01-18,1709796.284643202,1511171.8182109185,1385429.4363797083
2019-01-22,1691092.6839350697,1503234.2742090027,1368501.8691765864
2019-01-23,1702778.4759861135,1521822.2499223067,1378098.6148499572
2019-01-24,1700750.5743174974,1515301.2568877123,1376843.698767131
2019-01-25,1707045.557488461,1509939.0253337033,1387159.354299785
2019-01-28,1688883.8679121349,1503417.2962316577,1375440.7074055492
2019-01-29,1687352.8146088084,1499974.2284936006,1378342.0847794495
2019-01-30,1707509.3610090122,1506180.3373966774,1402729.3822424228
2019-01-31,1716217.1658663673,1516939.5858909097,1401877.6208201728
2019-02-01,1720661.0958230474,1523866.0196574102,1405478.851027836
2019-02-04,1732273.8956644628,1532966.674623678,1415318.9571075642
2019-02-05,1741397.7928562202,1535424.8873260908,1424972.4357649551
2019-02-06,1741324.0527697639,1531769.0057111348,1423782.5764244222
2019-02-07,1726059.9696925848,1526122.0516602413,1411402.6288400043
2019-02-08,1726363.7147988284,1527893.8037027842,1407858.679232037
2019-02-11,1726288.449606541,1522886.8941624896,1404874.2833216744
2019-02-12,1750412.6982528714,1537085.366602164,1425770.9689435102
2019-02-13,1757110.4604819848,1545110.219104544,1432360.4283712672
2019-02-14,1747771.9888620782,1529536.3667864567,1426535.330903891
2019-02-15,1772231.0930822785,1551625.5208981584,1451425.1205110438
2019-02-19,1771792.1668674964,1553995.8521597823,1451877.6701055835
2019-02-20,1775308.9905421557,1557860.1528484854,1455417.129265009
2019-02-21,1772828.8913226556,1563041.394580764,1449595.9746304993
2019-02-22,1785346.2649622061,1569295.2986573158,1459755.7787418005
2019-02-25,1789859.532945005,1564310.2745596757,1463128.1055969498
2019-02-26,1789567.9773864727,1563034.075571752,1461223.2792299998
2019-02-27,1787919.7949471043,1559164.0458410291,1457139.818658164
2019-02-28,1784987.0227796608,1563885.0756265116,1453261.604441645
2019-03-01,1795578.6796634437,1569997.5472342214,1459447.9092088258
2019-03-04,1784213.895408519,1563708.1222731513,1447858.7186603656
2019-03-05,1783215.4748366433,1565762.9439656804,1447128.6374412943
2019-03-06,1774579.9779596983,1563132.931444732,1439661.0215157105
2019-03-07,1761586.7943011853,1555273.0417769765,1428432.9287439196
2019-03-08,1759109.9045033639,1550410.0727053995,1427143.7319197839
2019-03-11,1782365.862844981,1570906.2933871606,1438394.8245499611
2019-03-12,1783338.648724134,1573360.7128721718,1432999.1672956033
2019-03-13,1795293.5746015017,1579296.8253922437,1441311.3161165155
2019-03-14,1798180.4720673056,1582165.812077199,1441706.5851113594
2019-03-15,1809013.2125741078,1589330.2359791931,1449497.184762572
2019-03-18,1814414.2933377635,1588355.3744833986,1453155.0384311206
2019-03-19,1811768.6569010962,1583514.5398816387,1451656.7619419373
2019-03-20,1801987.4387911768,1580330.5151464443,1443710.2013462365
