,PPO,MinVariance,DJIA
2019-07-02,1873838.3336894736,1771926.5458605892,1502085.7038246903
2019-07-03,1888796.7257530126,1787194.0412005433,1512141.2419113058
2019-07-05,1883809.2497490267,1782164.3011110516,1509680.5856333466
2019-07-08,1875467.6510479972,1779832.6926636766,1503176.9923435664
2019-07-09,1872819.8347601264,1775815.408173772,1501906.8525449508
2019-07-10,1879282.6490311383,1783208.764574331,1506208.3736789182
2019-07-11,1889906.7738103005,1783785.8848803425,1518986.9854753704
2019-07-12,1903390.3980704325,1787211.573918334,1532666.6441049008
2019-07-15,1907074.5643923513,1792021.7789334657,1534188.029975606
2019-07-16,1904043.4559451384,1789808.014668216,1532868.604766162
2019-07-17,1894437.2985912266,1782809.092763676,1526376.0733130344
2019-07-18,1900496.9381954055,1786074.6437138165,1526551.0912830427
2019-07-19,1889660.3682504508,1768951.3146205018,1522694.6721704232
2019-07-22,1891352.638530469,1763761.2017557006,1523687.2803445072
2019-07-23,1903835.513948268,1775210.8437265845,1533628.9143705415
2019-07-24,1901998.4988021592,1774163.4608451333,1529186.656007875
2019-07-25,1895969.2507856826,1774728.8597292204,1521953.419591564
2019-07-26,1900364.9857463066,1787191.684024862,1524839.573249675
2019-07-29,1905716.6294596395,1792775.4090875713,1526460.187080848
2019-07-30,1903226.080576705,1791921.5621817133,1525151.933231192
2019-07-31,1882956.7660087757,1769162.4461982087,1506436.6198926214
2019-08-01,1863461.0190106349,1755908.993973102,1490687.7406702444
2019-08-02,1853612.4932482846,1762985.6733949832,1485169.307981356
2019-08-05,1803898.6546746031,1726938.1019784196,1442144.0205132451
2019-08-06,1825436.5869586298,1745800.2661011775,1459627.308104241
2019-08-07,1821083.651125713,1746260.992865071,1458368.4491885484
2019-08-08,1847447.3634554034,1769336.2578561543,1479179.2686724076
2019-08-09,1843992.542268387,1770351.9289948232,1474090.3857196728
2019-08-12,1824497.774917406,1751698.770586511,1452164.7302428754
2019-08-13,1853094.794410538,1772026.079761627,1473668.174033576
2019-08-14,1801620.9080924569,1732065.9612701018,1428780.0075592867
2019-08-15,1805711.9993009935,1753097.3152506948,1434385.9492331792
2019-08-16,1829563.574257399,1769937.6035668605,1451579.8767010449
2019-08-19,1846168.188375725,1782742.054473294,1465586.4618890705
2019-08-20,1832132.013458407,1766087.6336020553,1455865.7360266824
2019-08-21,1848226.6993361397,1777374.7688745707,1469340.2578240316
2019-08-22,1848916.333780729,1779103.7297729147,1472116.559777563
2019-08-23,1806030.9014405606,1744687.0185510907,1437162.2511867105
2019-08-26,1827733.8437433708,1766194.932239818,1452298.7865603284
2019-08-27,1823408.3096482707,1768906.7884957409,1445517.5521228814
2019-08-28,1837768.1125671726,1781034.232730345,1459996.291546643
2019-08-29,1861046.8290804578,1791504.6571727665,1478285.4503662507
2019-08-30,1864438.9067066682,1791515.2146436647,1480586.2028668558
2019-09-03,1847090.8178535518,1789189.5206580719,1464590.0204052553
2019-09-04,1865153.0915377613,1802198.0999951889,1477905.295564061
2019-09-05,1889713.772511641,1807699.4662200597,1498803.6240329244
2019-09-06,1892722.6075396107,1812241.6900637834,1502690.271530852
2019-09-09,1891349.3908949255,1802715.4331723887,1504823.891727181
2019-09-10,1893279.545779642,1797110.8099373358,1508969.0138241197
2019-09-11,1909020.360124099,1805774.6001433483,1521732.4019047827
2019-09-12,1913163.111518363,1815203.6858721802,1524278.8147975833
2019-09-13,1913670.0896897921,1812959.2268198344,1526357.56390319
2019-09-16,1902277.863759647,1799802.1365116544,1518355.584601091
2019-09-17,1905834.6747236724,1808244.1852281783,1520261.068106852
2019-09-18,1908689.8126212172,1812659.0390054365,1522295.4603427132
2019-09-19,1905983.216606013,1813443.5760698998,1519363.1974446937
2019-09-20,1900267.2924673278,1814028.596378375,1510406.833542687
2019-09-23,1902159.2891541733,1818616.3020134862,1511243.4807722827
2019-09-24,1890344.909216888,1816381.3234828091,1503268.3346383015
2019-09-25,1900656.7057263218,1814426.10443675,1512405.4117133461
2019-09-26,1894736.0668496385,1810181.032404822,1507942.2344318614
2019-09-27,1889009.0480213002,1807701.6667238846,1503968.1874720647
2019-09-30,1897759.1469511187,1814246.3527367068,1509383.9969832948
2019-10-01,1872759.8241293249,1797101.1466248364,1490105.6252067934
2019-10-02,1838859.655885336,1767171.199851432,1462380.6101993858
2019-10-03,1848778.6448227726,1775205.8275601855,1469245.4107889708
2019-10-04,1875390.717383048,1803909.2885059076,1490143.8487809694
2019-10-07,1869772.2982293945,1796226.7022578553,1484777.3246805675
2019-10-08,1845232.4148005545,1779280.2214419504,1467170.6045162303
2019-10-09,1858119.2965659362,1787923.5099293883,1477374.7654972773
2019-10-10,1868126.9541723535,1794245.8638418843,1485823.161098346
2019-10-11,1889420.2388762827,1800575.7009453652,1503762.9411167484
2019-10-14,1887404.8704006409,1795962.9226820152,1502123.8178757308
2019-10-15,1907656.100929683,1808329.80175769,1515438.5454188609
2019-10-16,1902990.2532021052,1808403.3029417463,1514158.8771074852
2019-10-17,1904722.7543458971,1810561.7333243177,1515499.1117126122
2019-10-18,1893993.553461831,1807435.0219057205,1501161.54761009
2019-10-21,1902970.880141467,1814872.9680183013,1504382.623015564
2019-10-22,1897824.0277832337,1800139.1142312388,1502165.3271439618
2019-10-23,1901070.4378219692,1806979.1326789164,1504736.3827421768
2019-10-24,1895478.4115419607,1798869.8919729828,1503142.7116022566
2019-10-25,1910376.6372641334,1794645.392795556,1511696.0303668226
2019-10-28,1920139.058819721,1793300.707045509,1519135.060754126
2019-10-29,1919934.7505375026,1794571.063491743,1518055.0531181728
2019-10-30,1932055.642682298,1811790.4538633032,1524516.5895240465
2019-10-31,1923784.4511720925,1809830.4855654757,1516640.2332579924
2019-11-01,1939690.2618548179,1809194.8171166359,1533526.2911928834
2019-11-04,1944987.8597689548,1795842.9223432443,1539960.994430639
2019-11-05,1945525.4791035354,1797394.4927925905,1541672.5124640064
2019-11-06,1949948.8583742823,1805575.5027160766,1541668.5696311402
2019-11-07,1961782.486150343,1811688.9990821243,1551887.844804841
2019-11-08,1966445.5661835189,1813596.4459242292,1552248.9425815106
2019-11-11,1961137.9144112556,1807388.860896751,1552823.7199949052
2019-11-12,1963196.1015008104,1807459.004607684,1552823.7199949052
2019-11-13,1972280.9487362818,1823899.3288927574,1557988.2834340453
2019-11-14,1966580.807533933,1822454.6338493365,1557896.94113931
